source_id,niveau,montant,unite,ordre,cible,flag_chiffre_independant_des_benefs,exception,cible_si_independant,flag_optionel,min,max,flag_cible_multiple,flag_delegation
691746,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
691746,2,10,%,3,Conseil,0,,,0,,au Conseil (maximum variant de,0,0
691746,2,20,%,4,actions,0,,,0,,,0,0
691765,1,5,%,1,réserve légale,0,,,0,,,0,0
691765,2,5,%,2,actions,1,,,0,,,0,0
691765,3,33,%,3,parts,0,sauf les actions B,True,0,,,0,0
691765,4,10,%,5,Conseil,0,,,0,,,0,0
691765,4,90,%,6,actions,0,,,0,,,0,0
691765,4,5,%,7,réserve légale,0,,,0,,,0,0
691765,4,5,%,8,actions,1,,,0,,,0,0
691765,5,33,%,9,parts,0,,,0,,,0,0
691765,6,10,%,10,Conseil,0,,,0,,,0,0
691765,6,90,%,11,actions,0,,,0,,,0,0
691793,1,5,%,1,réserve légale,0,,,0,,,0,0
691793,1,5,%,2,actions,1,,,0,,,0,0
691793,2,30,%,3,parts bénéficiaires,0,,,0,,,0,0
691793,2,4,%,4,intérêt aux actions,1,,,0,,,0,0
691793,2,2,%,5,intérêt aux actions,1,,,0,,,0,0
691793,3,3,%,6,Conseil,0,,,0,,,0,0
691793,3,17,%,7,parts bénéficiaires,0,,,0,,,0,0
691793,3,80,%,8,actions,0,,,0,,,0,0
691793,3,5,%,9,réserve légale,0,,,0,,,0,0
691793,3,5,%,10,actions,1,,,0,,,0,0
691793,4,4,%,11,intérêt aux actions,1,,,0,,,0,0
691793,4,2,%,12,intérêt aux actions,1,,,0,,,0,0
691793,5,3,%,13,Conseil,0,,,0,,,0,0
691793,5,10,%,14,parts,0,,,0,,,0,0
691793,5,17,%,15,parts,0,,,0,,,0,0
691793,5,70,%,16,actions,0,,,0,,,0,0
691817,1,5,%,1,réserve légale,0,,,0,,,0,0
691817,2,10,%,2,Conseil d’administration,0,,,0,,,0,0
691817,2,90,%,3,actions ordinaires,0,,,0,,,0,0
691838,1,5,%,1,réserve légale,0,,,0,,,0,0
691838,1,20,%,2,parts bénéficiaires,0,,,0,,,0,0
691838,2,6,%,3,intérêt aux actions,1,,,0,,,0,0
691838,3,10,%,4,Conseil,0,,,0,,,0,0
691852,1,5,%,1,réserve légale,0,,,0,,,0,0
691875,1,5,%,1,réserve légale,0,,,0,,,0,0
691875,2,10,%,2,Conseil,0,,,0,,,0,0
691893,1,5,%,1,réserve légale,0,,,0,,,0,0
691893,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
691893,2,10,%,3,Conseil,0,,,0,,,0,0
691893,3,75,%,4,actions,0,,,0,,,0,0
691893,3,25,%,5,parts,0,,,0,,,0,0
691921,1,5,%,1,réserve légale,0,,,0,,,0,0
691921,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
691921,2,5,%,3,Conseil d’administration,0,,,0,,,0,0
691921,3,15,%,4,parts,0,,,0,,,0,0
691921,3,85,%,5,actions,0,sauf prélèvement facultatif pour réserves,True,1,,,0,0
691942,1,5,%,1,réserve légale,0,,,0,,,0,0
691942,1,7,%,2,intérêt aux actions,1,,,0,,,0,0
691942,2,10,%,3,Conseil d’administration,0,,,0,,,0,0
691942,3,35,%,4,parts,0,,,0,,,0,0
691942,3,65,%,5,actions,0,,,0,,,0,0
691964,1,5,%,1,réserve légale,0,,,0,,,0,0
691964,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
691964,2,5,%,3,Conseil,0,sauf constitution de réserves,True,0,,,0,0
691984,1,5,%,1,réserve légale,0,,,0,,,0,0
691984,1,10,%,2,Conseil,0,,,0,,,0,0
691984,1,90,%,3,actions,0,,,0,,,0,0
692002,1,5,%,1,réserve légale,0,,,0,,,0,0
692002,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
692002,2,10,%,3,Conseil,0,sauf affectation aux réserves,True,0,,,0,0
692027,1,5,%,1,réserve légale,0,,,0,,,0,0
692027,1,7,%,2,intérêt aux actions,1,,,0,,,0,0
692027,2,10,%,3,Conseil d’administration,0,,,0,,,0,0
692027,2,10,%,4,Conseil,0,,,0,,,0,0
692027,2,70,%,5,actions,0,,,0,,,0,0
692027,2,30,%,6,parts,0,,,0,,,0,0
692045,1,5,%,1,réserve légale,0,,,0,,,0,0
692045,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
692045,2,10,%,3,Conseil,0,,,0,,,0,0
692070,1,5,%,1,réserve légale,0,,,0,,,0,0
692070,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
692070,2,5,%,3,Conseil,0,,,0,,,0,0
692090,1,5,%,1,réserve légale,0,,,0,,,0,0
692090,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
692090,2,5,%,3,Conseil d’administration,0,,,0,,,0,0
692106,1,5,%,1,réserve légale,0,,,0,,,0,0
692106,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
692106,2,10,%,3,Conseil,0,,,0,,,0,0
692106,2,90,%,4,actions,0,,,0,,,0,0
692133,1,10,%,1,Conseil,0,,,0,,,0,0
692153,1,5,%,1,réserve légale,0,,,0,,,0,0
692153,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
692153,2,10,%,3,Conseil,0,,,0,,,0,0
692166,1,5,%,1,réserve légale,0,,,0,,,0,0
692166,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
692166,2,10,%,3,Conseil,0,,,0,,,0,0
692166,2,10,%,4,Direction,0,,,0,,,0,0
692166,3,75,%,5,actions,0,,,0,,,0,0
692166,3,25,%,6,parts,0,,,0,,,0,0
692190,1,5,%,1,réserve légale,0,,,0,,,0,0
692190,1,7,%,2,intérêt aux actions,1,,,0,,,0,0
692190,2,10,%,3,Conseil,0,,,0,,,0,0
692190,2,3,%,4,réserve,1,,,0,,,0,0
692207,1,5,%,1,réserve légale,0,,,0,,,0,0
692207,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
692207,1,20,%,3,Conseil d’administration,0,,,0,,,0,0
692207,1,80,%,4,actionnaires,0,,,0,,,0,0
692227,1,5,%,1,réserve légale,0,,,0,,,0,0
692227,1,10,%,2,intérêt cumulatif aux actions de priorité,1,,,0,,,0,0
692227,2,10,%,3,Conseil d’administration,0,,,0,,,0,0
692227,3,4,%,4,actions de priorité,0,,,0,,,0,0
692227,3,76,%,5,actions ordinaires,0,,,0,,,0,0
692227,3,20,%,6,parts,0,,,0,,,0,0
692251,1,5,%,1,réserve légale,0,,,0,,,0,0
692251,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
692251,2,15,%,3,Conseil,0,,,0,,,0,0
692267,1,5,%,1,réserve légale,0,,,0,,,0,0
692267,2,10,%,2,Conseil,0,,,0,,,0,0
692267,2,90,%,3,actions,0,,,0,,,0,0
692287,1,5,%,1,réserve légale,0,,,0,,,0,0
692287,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
692287,1,5,%,3,réserve,0,,,0,,,0,0
692287,2,5,%,4,Conseil,0,,,0,,,0,0
692307,1,5,%,1,réserve légale,0,,,0,,,0,0
692307,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
692307,2,10,%,3,Conseil,0,,,0,,,0,0
692331,1,5,%,1,réserve légale,0,,,0,,,0,0
692331,1,8,%,2,actions,1,,,0,,,0,0
692357,1,5,%,1,réserve légale,0,,,0,,,0,0
692357,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
692357,3,10,%,3,Conseil,0,sauf prélèvement pour fonds de prévoyance,True,0,,,0,0
692381,1,5,%,1,réserve légale,0,,,0,,,0,0
692381,1,2,%,2,actions,1,,,0,,,0,0
692381,2,10,%,3,Conseil,0,,,0,,,0,0
692399,1,5,%,1,réserve légale,0,,,0,,,0,0
692399,1,6,%,2,intérêt non cumulatif aux actions,1,,,0,,,0,0
692399,2,10,%,3,Conseil d’administration,0,sauf prélèvements en faveur des fonds d’amortissement et de réserves sera réparti aux actions,True,0,,,0,0
692415,1,5,%,1,réserve légale,0,,,0,,,0,0
692415,1,12,%,2,Conseil d’administration,0,solde aux actions sauf prélèvements de prévoyance,True,0,,,0,0
692434,1,5,%,1,réserve légale,0,,,0,,,0,0
692434,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
692434,2,10,%,3,Conseil,0,sauf prélèvement pour réserves,True,0,,,0,0
692450,1,5,%,1,réserve légale,0,,,0,,,0,0
692450,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
692450,2,10,%,3,Conseil d’administration,0,sauf attribution aux réserves,True,0,,,0,0
692466,1,5,%,1,réserve légale,0,,,0,,,0,0
692466,1,6,%,2,intérêt aux actions privilégiées,1,,,0,,,0,0
692466,1,6,%,3,intérêt aux actions,1,,,0,,,0,0
692466,2,10,%,4,Conseil,0,,,0,,,0,0
692480,1,5,%,1,réserve légale,0,,,0,,,0,0
692480,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
692480,2,10,%,3,Conseil,0,,,0,,,0,0
692499,1,5,%,1,réserve légale,0,,,0,,,0,0
692499,1,20,%,2,réserve spéciale,0,,,0,,,0,0
692512,1,5,%,1,réserve légale,0,,,0,,,0,0
692512,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
692512,2,10,%,3,Conseil,0,Le solde aux actions sauf affectation aux fonds d’amortissements,True,0,,,0,0
692532,1,5,%,1,réserve légale,0,,,0,,,0,0
692532,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
692532,2,5,%,3,Conseil,0,,,0,,,0,0
692570,1,5,%,1,réserve légale,0,,,0,,,0,0
692570,1,5,%,2,actions,0,,,0,,,0,0
692587,1,5,%,1,réserve légale,0,,,0,,,0,0
692587,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
692587,2,10,%,3,Conseil,0,,,0,,,0,0
692587,2,75,%,4,actions,0,,,0,,,0,0
692587,2,25,%,5,parts,0,,,0,,,0,0
692607,1,5,%,1,réserve légale,0,,,0,,,0,0
692607,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
692607,2,10,%,3,Conseil,0,,,0,,,0,0
692630,1,5,%,1,réserve légale,0,,,0,,,0,0
692630,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
692630,2,15,%,3,Conseil,0,,,0,,,0,0
692654,1,5,%,1,réserve légale,0,,,0,,,0,0
692654,1,4,%,2,intérêt aux actions,1,,,0,,,0,0
692677,1,5,%,1,réserve légale,0,,,0,,,0,0
692677,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
692677,1,5,%,3,fonds de prévoyance,0,,,0,,,0,0
692677,1,10,%,4,Conseil,0,,,0,,,0,0
692677,1,25,%,5,parts,0,,,0,,,0,0
692677,1,50,%,6,actions,0,,,0,,,0,0
692699,1,5,%,1,réserve légale,0,,,0,,,0,0
692699,1,20,%,2,fonds d’amortissement,0,,,0,,,0,0
692699,2,5,%,3,Conseil d’administration,0,,,0,,,0,0
692720,1,5,%,1,réserve légale,0,,,0,,,0,0
692720,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
692720,2,10,%,3,Conseil d’administration,0,,,0,,,0,0
692753,1,5,%,1,réserve légale,0,,,0,,,0,0
692753,2,5,%,2,actions de priorité,1,,,0,,,0,0
692753,3,10,%,3,Conseil d’administration,0,,,0,,,0,0
692753,3,45,%,4,actions de priorité,0,,,0,,,0,0
692753,3,45,%,5,actions ordinaires,0,,,0,,aux actions ordinaires d’abord a titre d’amortissement jusqu’à leur complet amortissement,0,0
692787,1,5,%,1,réserve légale,0,,,0,,,0,0
692787,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
692787,2,15,%,3,Conseil d’administration,0,sauf toutes affectations décidées par l’assemblée générale en faveur des fonds de prévoyance et de réserves,True,0,,,0,0
692809,1,5,%,1,réserve légale,0,,,0,,,0,0
692809,1,6,%,2,intérêt aux actions,0,sauf prélèvement pour réserves,True,0,,,0,0
692809,2,10,%,4,Conseil d’administration,0,,,0,,,0,0
692809,2,90,%,5,actions,0,,,0,,,0,0
692823,1,5,%,1,réserve légale,0,,,0,,,0,0
692823,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
692823,2,10,%,3,Conseil,0,,,0,,,0,0
692844,1,5,%,1,réserve légale,0,,,0,,,0,0
692844,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
692844,2,10,%,3,Conseil d’administration,0,,,0,,,0,0
692861,1,5,%,1,réserve légale,0,,,0,,,0,0
692861,1,5,%,2,actions de capital,0,,,0,,,0,0
692861,2,10,%,3,Conseil d’administration,0,,,0,,,0,0
692861,2,90,%,4,actions,0,,,0,,,0,0
692889,1,5,%,1,réserve légale,0,,,0,,,0,0
692889,1,5,%,2,intérêt non cumulatif aux actions,1,,,0,,,0,0
692889,1,5,%,3,intérêt non cumulatif aux actions,1,,,0,,,0,0
692889,1,000,Francs,4,actions,0,,,0,,,0,0
692889,1,12,%,5,Conseil d’administration,0,,,0,,,0,0
692889,2,392,%,6,parts bénéficiaires,0,,,0,,,0,0
692889,2,595,%,7,parts bénéficiaires,0,,,0,,,0,0
692889,3,013,%,8,actions des deux catégories,0,,,0,,,0,0
692910,1,5,%,1,réserve légale,0,,,0,,,0,0
692910,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
692910,2,10,%,3,Conseil,0,sauf prélèvements cour réserves supplémentaires et amortissements,True,0,,,0,0
692910,2,90,%,5,actions,0,,,0,,,0,0
692928,1,5,%,1,réserve légale,0,,,0,,,0,0
692928,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
692928,3,10,%,3,Conseil,0,,,0,,,0,0
692928,3,90,%,4,actions,0,,,0,,,0,0
692955,1,5,%,1,réserve légale,0,,,0,,,0,0
692955,1,5,%,2,actions,1,,,0,,,0,0
692955,1,20,%,3,Conseil,0,,,0,,,0,0
692955,1,10,%,4,Conseil,0,,,0,,,0,0
692974,1,5,%,1,réserve légale,0,,,0,,,0,0
692974,1,6,%,2,actions,1,,,0,,,0,0
692974,2,1,%,3,Conseil d’administration,0,,,0,,,1,0
692974,2,70,%,4,actions,0,,,0,,,0,0
692974,2,30,%,5,parts bénéficiaires,0,sauf prélèvement pour réserves ou amortissements,True,0,,,0,0
692994,1,5,%,1,réserve légale,0,,,0,,,0,0
692994,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
692994,2,10,%,3,Conseil,0,sauf prélèvements pour fonds de réserve ou d’amortissement,True,0,,,0,0
693027,1,5,%,1,réserve légale,0,,,0,,,0,0
693027,1,4,%,2,intérêt aux actions,1,,,0,,,0,0
693027,2,7,%,3,Conseil,0,,,0,,,0,0
693027,3,4,%,4,actions,1,,,0,,,0,0
693027,4,10,%,5,Ville de Strasbourg,0,,,0,,,0,0
693062,1,10,%,1,Conseil,0,,,0,,,0,0
693081,1,5,%,1,réserve légale,0,,,0,,,0,0
693081,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
693081,2,10,%,3,Conseil d’administration,0,,,0,,,0,0
693081,4,60,%,4,actions,0,,,0,,,0,0
693081,4,40,%,5,parts,0,,,0,,,0,0
693101,1,5,%,1,réserve légale,0,,,0,,,0,0
693101,1,7,%,2,actions,0,,,0,,,0,0
693101,2,7,%,3,Conseil,0,,,0,,,0,0
693101,2,7,%,4,direction,0,,,0,,,0,0
693101,2,25,%,5,parts,0,,,0,,,0,0
693101,2,60,%,6,actions,0,,,0,,,0,0
693128,1,5,%,1,réserve légale,0,,,0,,,0,0
693128,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
693128,3,10,%,3,Conseil d’administration,0,,,0,,,0,0
693128,3,90,%,4,actions,0,,,0,,,0,0
693175,1,5,%,1,réserve légale,0,,,0,,,0,0
693175,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
693175,2,12,%,3,Conseil d’administration,0,,,0,,,0,0
693175,2,88,%,4,actions,0,,,0,,,0,0
693194,1,5,%,1,réserve légale,0,,,0,,,0,0
693194,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
693194,2,10,%,3,Conseil,0,sauf prélèvement pour amortissements et fonds de prévoyance,True,0,,,0,0
693194,2,90,%,5,actionnaires,0,,,0,,,0,0
693209,1,5,%,1,réserve légale,0,,,0,,,0,0
693209,1,7,%,2,actions,1,,,0,,,0,0
693209,2,10,%,3,Conseil,0,,,0,,,0,0
693234,1,5,%,1,réserve légale,0,,,0,,,0,0
693234,1,6,%,2,intérêt non cumulatif aux actions,1,,,0,,,0,0
693234,2,10,%,3,Conseil d’administration,0,,,0,,,0,0
693258,1,5,%,1,réserve légale,0,,,0,,,0,0
693258,1,6,%,2,intérêt non cumulatif aux actions,1,,,0,,,0,0
693258,3,5,%,3,Conseil d’administration,0,,,0,,,0,0
693285,1,5,%,1,réserve,0,,,0,,,0,0
693285,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
693285,2,6,%,3,Conseil,0,sauf prélèvements facultatifs pour réserves ou amortissements,True,1,,,0,0
693301,1,5,%,1,réserve légale,0,,,0,,,0,0
693301,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
693301,2,10,%,3,Conseil d’administration,0,,,0,,,0,0
693326,1,5,%,1,réserve légale,0,,,0,,,0,0
693326,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
693326,1,10,%,3,Conseil d’administration,0,,,0,,,0,0
693351,1,5,%,1,réserve légale,0,,,0,,,0,0
693351,1,6,%,2,actions,0,,,0,,,0,0
693351,1,10,%,3,Conseil,0,,,0,,,0,0
693351,1,90,%,4,actions,0,,,0,,,0,0
693366,1,5,%,1,réserve légale,0,,,0,,,0,0
693366,1,8,%,2,intérêt aux actions,1,,,0,,,0,0
693366,2,5,%,3,Conseil,0,,,0,,,0,0
693391,1,5,%,1,réserve légale,0,,,0,,,0,0
693391,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
693391,2,10,%,3,Conseil d’administration,0,,,0,,,0,0
693404,1,5,%,1,réserve légale,0,,,0,,,0,0
693404,1,7,%,2,actions de priorité,1,,,0,,d’intérêt aux actions de priorité jusqu’à l’exercice 1937 inclus,0,0
693404,1,7,%,3,intérêt aux actions,1,,,0,,,0,0
693404,2,8,%,4,Conseil,0,,,0,,,0,0
693420,1,5,%,1,réserve légale,0,,,0,,,0,0
693420,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
693420,3,10,%,3,Conseil,0,,,0,,,0,0
693420,3,90,%,4,actions,0,,,0,,,0,0
693438,1,5,%,1,réserve légale,0,,,0,,,0,0
693438,1,8,%,2,intérêt cumulatif aux actions de priorité,1,,,0,,,0,0
693438,1,5,%,3,intérêt non cumulatif aux actions,1,,,0,,,0,0
693438,2,10,%,4,Conseil,0,,,0,,,0,0
693457,1,5,%,1,réserve légale,0,,,0,,,0,0
693457,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
693457,2,10,%,3,Conseil,0,sauf prélèvements pour réserves supplémentaires et amortissements,True,0,,,0,0
693457,3,75,%,5,actions,0,,,0,,,0,0
693457,3,25,%,6,parts,0,,,0,,,0,0
693479,1,5,%,1,réserve légale,0,,,0,,,0,0
693479,1,6,%,2,actions,1,,,0,,,0,0
693479,2,10,%,3,Conseil,0,,,0,,,0,0
693498,1,5,%,1,réserve légale,0,,,0,,,0,0
693498,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
693498,2,10,%,3,Conseil d’administration,0,,,0,,,0,0
693498,3,75,%,4,actions,0,,,0,,,0,0
693498,3,25,%,5,parts,0,,,0,,,0,0
693524,1,5,%,1,réserve légale,0,,,0,,,0,0
693524,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
693524,2,10,%,3,Conseil d’administration,0,aux actions sauf affectations de prévoyance,True,0,,,0,0
693540,1,5,%,1,réserve légale,0,,,0,,,0,0
693540,1,7,%,2,intérêt aux actions,1,,,0,,,0,0
693540,1,7,%,3,intérêt aux actions,1,,,0,,,0,0
693540,2,10,%,4,Conseil d’administration,0,,,0,,,0,0
693540,3,25,%,5,parts,0,,,0,,,0,0
693540,3,75,%,6,actions,0,,,0,,,0,0
693561,1,5,%,1,actionnaires,0,,,0,,,0,0
693561,2,5,%,2,réserve statutaire,0,,,0,,,0,0
693561,3,10,%,3,administrateurs,0,,,0,,,0,0
693587,1,5,%,1,réserve légale,0,,,0,,,0,0
693587,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
693587,2,90,%,3,actions,0,,,0,,,0,0
693587,2,10,%,4,Conseil d’administration,0,,,0,,,0,0
693607,1,5,%,1,réserve légale,0,,,0,,,0,0
693607,2,10,%,2,Conseil d’administration,0,,,0,,,0,0
693607,2,90,%,3,actions,0,,,0,,,0,0
693640,1,5,%,1,réserve légale,0,,,0,,,0,0
693640,1,5,%,2,actions,0,,,0,,,0,0
693640,2,15,%,3,Conseil d’administration,0,,,0,,,0,0
693661,1,5,%,1,réserve légale,0,,,0,,,0,0
693661,1,5,%,2,actions,0,,,0,,,0,0
693661,2,10,%,3,Conseil d’administration,0,sauf prélèvement pour fonds de prévoyance,True,0,,,0,0
693684,1,5,%,1,réserve légale,0,,,0,,,0,0
693684,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
693684,2,10,%,3,Conseil,0,sauf prélèvements pour amortissements ou réserves,True,0,,,0,0
693709,1,5,%,1,réserve légale,0,,,0,,,0,0
693709,1,5,%,2,actions,0,,,0,,,0,0
693709,2,5,%,3,Conseil,0,,,0,,,0,0
693732,1,5,%,1,réserve légale,0,,,0,,,0,0
693732,1,5,%,2,actions,1,,,0,,,0,0
693732,2,10,%,3,Conseil d’administration,0,,,0,,,0,0
693732,2,90,%,4,actions amorties et non amorties,0,,,0,,,0,0
693751,1,5,%,1,réserve légale,0,,,0,,,0,0
693751,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
693751,1,10,%,3,Conseil,0,,,0,,,0,0
693751,1,90,%,4,actions,0,,,0,,,0,0
693770,1,5,%,1,réserve légale,0,,,0,,,0,0
693770,1,6,%,2,intérêt non cumulatif aux actions,1,,,0,,,0,0
693770,2,10,%,3,Conseil d’administration,0,,,0,,,0,0
693798,1,5,%,1,réserve légale,0,,,0,,,0,0
693798,3,85,%,2,actions,0,,,0,,,0,0
693798,3,10,%,3,Conseil,0,,,0,,,0,0
693832,1,1,%,1,réserve légale,0,,,0,,,0,0
693832,1,5,%,2,actions,0,,,0,,,0,0
693857,1,5,%,1,réserve légale,0,,,0,,,0,0
693857,1,6,%,2,actions,0,,,0,,,0,0
693857,2,10,%,3,Conseil,0,(sauf affectation aux réserves et amortissement du capital) aux actions à titre de superdividende,True,0,,,0,0
693889,1,5,%,1,réserve légale,0,,,0,,,0,0
693889,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
693889,2,10,%,3,Conseil,0,,,0,,,0,0
693889,2,3,%,4,parts,0,,,0,,,0,0
693910,1,5,%,1,réserve légale,0,,,0,,,0,0
693910,1,5,%,2,Conseil,0,,,0,,,0,0
693910,2,6,%,3,intérêt aux actions,1,,,0,,,0,0
693936,1,5,%,1,réserve légale,0,,,0,,,0,0
693936,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
693936,2,6,%,3,Conseil d’administration,0,,,0,,,0,0
693966,1,5,%,1,réserve légale,0,,,0,,,0,0
693966,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
693966,3,10,%,3,Conseil d’administration,0,,,0,,,0,0
693966,3,90,%,4,actions,0,,,0,,,0,0
693983,1,5,%,1,réserve légale,0,,,0,,,0,0
693983,2,10,%,2,Conseil d’administration,0,,,0,,,0,0
693983,2,90,%,3,l’assemblée,0,,,0,,,0,0
693983,2,5,%,4,actions,1,,,0,,,0,0
694005,1,5,%,1,réserve légale,0,,,0,,,0,0
694005,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
694005,2,15,%,3,Conseil d’administration,0,,,0,,,0,0
694023,1,5,%,1,réserve légale,0,,,0,,,0,0
694023,1,6,%,2,actions,0,,,0,,,0,0
694023,2,85,%,3,actions,0,,,0,,,0,0
694023,2,15,%,4,parts,0,,,0,,,0,0
694040,1,5,%,1,réserve légale,0,,,0,,,0,0
694040,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
694040,2,10,%,3,Conseil d’administration,0,,,0,,,0,0
694040,2,10,%,4,direction,0,,,0,,,0,0
694057,1,5,%,1,fonds de réserve,0,,,0,,,0,0
694057,1,3,%,2,actions,1,,,0,,,0,0
694057,1,50,%,3,gérance,0,,,0,,,0,0
694057,1,50,%,4,Conseil de surveillance,0,,,0,,,0,0
694077,1,5,%,1,réserve légale,0,,,0,,,0,0
694077,1,6,%,2,actions,0,,,0,,,0,0
694100,1,5,%,1,réserve légale,0,,,0,,,0,0
694100,1,5,%,2,actions privilégiées,0,,,0,,,0,0
694100,2,10,%,3,Conseil,0,,,0,au Conseil avec minimum de,,0,0
694121,1,5,%,1,intérêt aux actions,0,sauf prélèvements en faveur de l’amortissement des actions ou du fonds de réserve,True,0,,,0,0
694134,1,5,%,1,réserve légale,0,,,0,,,0,0
694134,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
694134,2,5,%,3,administrateurs,0,,,0,,,0,0
694164,1,5,%,1,réserve légale,0,,,0,,,0,0
694164,1,5,%,2,intérêt aux actions,1,,,0,,,0,0
694164,2,10,%,3,Conseil,0,sauf prélèvements pour réserves,True,0,,,0,0
694198,1,5,%,1,réserve légale,0,,,0,,,0,0
694198,1,4,%,2,intérêt aux actions,1,,,0,,,0,0
694245,1,5,%,1,réserve légale,0,,,0,,,0,0
694245,1,6,%,2,fonds de prévoyance,0,,,0,,,0,0
694245,1,5,%,3,actions de capital et de jouissance,1,,,0,,,0,0
694245,2,12,%,4,Conseil d’administration,0,,,0,,,0,0
694271,1,5,%,1,réserve légale,0,,,0,,,0,0
694271,1,4,%,2,actions,1,,,0,,,0,0
694271,1,4,%,3,intérêt non cumulatif aux actions,1,,,0,,,0,0
694271,1,5,%,4,Conseil d’administration,0,,,0,,,0,0
694303,1,5,%,1,réserve légale,0,,,0,,,0,0
694303,1,5,%,2,fonds de prévoyance,1,,,0,d’intérêt aux actions sommes à fixer pour fonds de prévoyance minimum 45,,0,0
694303,2,10,%,3,Conseil,0,sauf amortissements ou réserves,True,0,,,0,0
694332,1,5,%,1,réserve légale,0,,,0,,,0,0
694332,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
694332,2,10,%,3,Conseil d’administration,0,sauf affectation à un fonds de prévoyance ou d’amortissement,True,0,,,0,0
694332,3,75,%,5,actions,0,,,0,,,0,0
694332,3,25,%,6,parts,0,,,0,,,0,0
694346,1,5,%,1,réserve légale,0,,,0,,,0,0
694346,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
694346,2,10,%,3,Conseil,0,,,0,,,0,0
694346,2,90,%,4,actions,0,,,0,,,0,0
694364,1,5,%,1,réserve légale,0,,,0,,,0,0
694364,1,6,%,2,actions,0,,,0,,,0,0
694401,1,5,%,1,intérêt aux actions,1,,,0,,,0,0
694447,1,4,%,1,actions de priorité,0,,,0,,,0,0
694447,1,6,%,2,actions privilégiées,1,,,0,,,0,0
694447,1,6,%,3,intérêt aux actions,1,,,0,,,0,0
694464,1,15,%,1,fonds de réserve,0,,,0,,,0,0
694464,1,6,%,2,actions privilégiées,1,,,0,,,0,0
694464,2,10,%,3,personnel,0,,,0,,,0,0
694464,2,12,%,4,Direction,0,,,0,,,0,0
694464,2,3,%,5,Conseil,0,,,0,,au Conseil (maximum,0,0
694464,3,5,%,6,Direction,0,,,0,,,0,0
694464,3,95,%,7,actions,0,,,0,,,0,0
694481,1,5,%,1,réserve légale,0,,,0,,,0,0
694481,1,7,%,2,Conseil d’administration,0,,,0,,,0,1
694497,2,5,%,1,actions de capital,0,,,0,,,0,0
694522,1,5,%,1,réserve légale,0,,,0,,,0,0
694522,1,6,%,2,intérêt aux actions,1,,,0,,,0,0
694522,2,10,%,3,Conseil,0,,,0,,,0,0
